Assembly_ID,Sub_parts,Edge_Index
Bearing_8_10,"Bearing_8_Ball__10.binvox, Bearing_8_InnerRing__10.binvox, Bearing_8_OuterRing__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox, Bearing_8_Ball__10.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_8_3,"Bearing_8_Ball__3.binvox, Bearing_8_InnerRing__3.binvox, Bearing_8_OuterRing__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox, Bearing_8_Ball__3.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_8_4,"Bearing_8_Ball__4.binvox, Bearing_8_InnerRing__4.binvox, Bearing_8_OuterRing__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox, Bearing_8_Ball__4.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_8_5,"Bearing_8_Ball__5.binvox, Bearing_8_InnerRing__5.binvox, Bearing_8_OuterRing__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox, Bearing_8_Ball__5.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_8_7,"Bearing_8_Ball__7.binvox, Bearing_8_InnerRing__7.binvox, Bearing_8_OuterRing__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox, Bearing_8_Ball__7.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_8_8,"Bearing_8_Ball__8.binvox, Bearing_8_InnerRing__8.binvox, Bearing_8_OuterRing__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox, Bearing_8_Ball__8.binvox","[(0, 1), (1, 2), (2, 1), (2, 0), (0, 2), (1, 0)]"
Bearing_9_1,"Bearing_9_Ball__1.binvox, Bearing_9_InnerRing__1.binvox, Bearing_9_OuterRing__1.binvox, Bearing_9_Seal__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox, Bearing_9_Ball__1.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_10,"Bearing_9_Ball__10.binvox, Bearing_9_InnerRing__10.binvox, Bearing_9_OuterRing__10.binvox, Bearing_9_Seal__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox, Bearing_9_Ball__10.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_3,"Bearing_9_Ball__3.binvox, Bearing_9_InnerRing__3.binvox, Bearing_9_OuterRing__3.binvox, Bearing_9_Seal__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox, Bearing_9_Ball__3.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_4,"Bearing_9_Ball__4.binvox, Bearing_9_InnerRing__4.binvox, Bearing_9_OuterRing__4.binvox, Bearing_9_Seal__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_5,"Bearing_9_Ball__5.binvox, Bearing_9_InnerRing__5.binvox, Bearing_9_OuterRing__5.binvox, Bearing_9_Seal__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_7,"Bearing_9_Ball__7.binvox, Bearing_9_InnerRing__7.binvox, Bearing_9_OuterRing__7.binvox, Bearing_9_Seal__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Bearing_9_8,"Bearing_9_Ball__8.binvox, Bearing_9_InnerRing__8.binvox, Bearing_9_OuterRing__8.binvox, Bearing_9_Seal__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox","[(0, 1), (1, 2), (2, 1), (3, 1), (2, 0), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)]"
Caster_10_1,"Caster_10_Bolt__1.binvox, Caster_10_Fork__1.binvox, Caster_10_Nut__1.binvox, Caster_10_TopPlate__1.binvox, Caster_10_WheelRubber__1.binvox, Caster_10_Wheel__1.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_10,"Caster_10_Bolt__10.binvox, Caster_10_Fork__10.binvox, Caster_10_Nut__10.binvox, Caster_10_TopPlate__10.binvox, Caster_10_WheelRubber__10.binvox, Caster_10_Wheel__10.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_3,"Caster_10_Bolt__3.binvox, Caster_10_Fork__3.binvox, Caster_10_Nut__3.binvox, Caster_10_TopPlate__3.binvox, Caster_10_WheelRubber__3.binvox, Caster_10_Wheel__3.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_4,"Caster_10_Bolt__4.binvox, Caster_10_Fork__4.binvox, Caster_10_Nut__4.binvox, Caster_10_TopPlate__4.binvox, Caster_10_WheelRubber__4.binvox, Caster_10_Wheel__4.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_5,"Caster_10_Bolt__5.binvox, Caster_10_Fork__5.binvox, Caster_10_Nut__5.binvox, Caster_10_TopPlate__5.binvox, Caster_10_WheelRubber__5.binvox, Caster_10_Wheel__5.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_7,"Caster_10_Bolt__7.binvox, Caster_10_Fork__7.binvox, Caster_10_Nut__7.binvox, Caster_10_TopPlate__7.binvox, Caster_10_WheelRubber__7.binvox, Caster_10_Wheel__7.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_10_8,"Caster_10_Bolt__8.binvox, Caster_10_Fork__8.binvox, Caster_10_Nut__8.binvox, Caster_10_TopPlate__8.binvox, Caster_10_WheelRubber__8.binvox, Caster_10_Wheel__8.binvox","[(0, 1), (3, 1), (5, 4), (2, 0), (0, 2), (4, 5), (5, 0), (0, 5), (1, 0), (1, 3)]"
Caster_1_1,"Caster_1_Bolt__1.binvox, Caster_1_Fork__1.binvox, Caster_1_Nut__1.binvox, Caster_1_Wheel__1.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_10,"Caster_1_Bolt__10.binvox, Caster_1_Fork__10.binvox, Caster_1_Nut__10.binvox, Caster_1_Wheel__10.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_3,"Caster_1_Bolt__3.binvox, Caster_1_Fork__3.binvox, Caster_1_Nut__3.binvox, Caster_1_Wheel__3.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_4,"Caster_1_Bolt__4.binvox, Caster_1_Fork__4.binvox, Caster_1_Nut__4.binvox, Caster_1_Wheel__4.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_5,"Caster_1_Bolt__5.binvox, Caster_1_Fork__5.binvox, Caster_1_Nut__5.binvox, Caster_1_Wheel__5.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_7,"Caster_1_Bolt__7.binvox, Caster_1_Fork__7.binvox, Caster_1_Nut__7.binvox, Caster_1_Wheel__7.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_1_8,"Caster_1_Bolt__8.binvox, Caster_1_Fork__8.binvox, Caster_1_Nut__8.binvox, Caster_1_Wheel__8.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_1,"Caster_2_Bolt__1.binvox, Caster_2_Fork__1.binvox, Caster_2_Nut__1.binvox, Caster_2_Wheel__1.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_10,"Caster_2_Bolt__10.binvox, Caster_2_Fork__10.binvox, Caster_2_Nut__10.binvox, Caster_2_Wheel__10.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_3,"Caster_2_Bolt__3.binvox, Caster_2_Fork__3.binvox, Caster_2_Nut__3.binvox, Caster_2_Wheel__3.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_4,"Caster_2_Bolt__4.binvox, Caster_2_Fork__4.binvox, Caster_2_Nut__4.binvox, Caster_2_Wheel__4.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_5,"Caster_2_Bolt__5.binvox, Caster_2_Fork__5.binvox, Caster_2_Nut__5.binvox, Caster_2_Wheel__5.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_7,"Caster_2_Bolt__7.binvox, Caster_2_Fork__7.binvox, Caster_2_Nut__7.binvox, Caster_2_Wheel__7.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_2_8,"Caster_2_Bolt__8.binvox, Caster_2_Fork__8.binvox, Caster_2_Nut__8.binvox, Caster_2_Wheel__8.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_1,"Caster_3_Bolt__1.binvox, Caster_3_Fork__1.binvox, Caster_3_Nut__1.binvox, Caster_3_Wheel__1.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_10,"Caster_3_Bolt__10.binvox, Caster_3_Fork__10.binvox, Caster_3_Nut__10.binvox, Caster_3_Wheel__10.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_3,"Caster_3_Bolt__3.binvox, Caster_3_Fork__3.binvox, Caster_3_Nut__3.binvox, Caster_3_Wheel__3.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_4,"Caster_3_Bolt__4.binvox, Caster_3_Fork__4.binvox, Caster_3_Nut__4.binvox, Caster_3_Wheel__4.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_5,"Caster_3_Bolt__5.binvox, Caster_3_Fork__5.binvox, Caster_3_Nut__5.binvox, Caster_3_Wheel__5.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_7,"Caster_3_Bolt__7.binvox, Caster_3_Fork__7.binvox, Caster_3_Nut__7.binvox, Caster_3_Wheel__7.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_3_8,"Caster_3_Bolt__8.binvox, Caster_3_Fork__8.binvox, Caster_3_Nut__8.binvox, Caster_3_Wheel__8.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_4_1,"Caster_4_Bolt__1.binvox, Caster_4_Fork__1.binvox, Caster_4_Nut__1.binvox, Caster_4_WheelRubber__1.binvox, Caster_4_Wheel__1.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_10,"Caster_4_Bolt__10.binvox, Caster_4_Fork__10.binvox, Caster_4_Nut__10.binvox, Caster_4_WheelRubber__10.binvox, Caster_4_Wheel__10.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_3,"Caster_4_Bolt__3.binvox, Caster_4_Fork__3.binvox, Caster_4_Nut__3.binvox, Caster_4_WheelRubber__3.binvox, Caster_4_Wheel__3.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_4,"Caster_4_Bolt__4.binvox, Caster_4_Fork__4.binvox, Caster_4_Nut__4.binvox, Caster_4_WheelRubber__4.binvox, Caster_4_Wheel__4.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_5,"Caster_4_Bolt__5.binvox, Caster_4_Fork__5.binvox, Caster_4_Nut__5.binvox, Caster_4_WheelRubber__5.binvox, Caster_4_Wheel__5.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_7,"Caster_4_Bolt__7.binvox, Caster_4_Fork__7.binvox, Caster_4_Nut__7.binvox, Caster_4_WheelRubber__7.binvox, Caster_4_Wheel__7.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_4_8,"Caster_4_Bolt__8.binvox, Caster_4_Fork__8.binvox, Caster_4_Nut__8.binvox, Caster_4_WheelRubber__8.binvox, Caster_4_Wheel__8.binvox","[(0, 1), (4, 0), (0, 4), (3, 4), (4, 3), (2, 0), (0, 2), (1, 0)]"
Caster_5_1,"Caster_5_Bolt__1.binvox, Caster_5_Fork__1.binvox, Caster_5_Nut__1.binvox, Caster_5_Wheel__1.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_10,"Caster_5_Bolt__10.binvox, Caster_5_Fork__10.binvox, Caster_5_Nut__10.binvox, Caster_5_Wheel__10.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_3,"Caster_5_Bolt__3.binvox, Caster_5_Fork__3.binvox, Caster_5_Nut__3.binvox, Caster_5_Wheel__3.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_4,"Caster_5_Bolt__4.binvox, Caster_5_Fork__4.binvox, Caster_5_Nut__4.binvox, Caster_5_Wheel__4.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_5,"Caster_5_Bolt__5.binvox, Caster_5_Fork__5.binvox, Caster_5_Nut__5.binvox, Caster_5_Wheel__5.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_7,"Caster_5_Bolt__7.binvox, Caster_5_Fork__7.binvox, Caster_5_Nut__7.binvox, Caster_5_Wheel__7.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_5_8,"Caster_5_Bolt__8.binvox, Caster_5_Fork__8.binvox, Caster_5_Nut__8.binvox, Caster_5_Wheel__8.binvox","[(0, 1), (0, 3), (2, 0), (3, 0), (0, 2), (1, 0)]"
Caster_6_1,"Caster_6_Bolt__1.binvox, Caster_6_Fork__1.binvox, Caster_6_Nut__1.binvox, Caster_6_TopPlate__1.binvox, Caster_6_Wheel__1.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_10,"Caster_6_Bolt__10.binvox, Caster_6_Fork__10.binvox, Caster_6_Nut__10.binvox, Caster_6_TopPlate__10.binvox, Caster_6_Wheel__10.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_3,"Caster_6_Bolt__3.binvox, Caster_6_Fork__3.binvox, Caster_6_Nut__3.binvox, Caster_6_TopPlate__3.binvox, Caster_6_Wheel__3.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_4,"Caster_6_Bolt__4.binvox, Caster_6_Fork__4.binvox, Caster_6_Nut__4.binvox, Caster_6_TopPlate__4.binvox, Caster_6_Wheel__4.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_5,"Caster_6_Bolt__5.binvox, Caster_6_Fork__5.binvox, Caster_6_Nut__5.binvox, Caster_6_TopPlate__5.binvox, Caster_6_Wheel__5.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_7,"Caster_6_Bolt__7.binvox, Caster_6_Fork__7.binvox, Caster_6_Nut__7.binvox, Caster_6_TopPlate__7.binvox, Caster_6_Wheel__7.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_6_8,"Caster_6_Bolt__8.binvox, Caster_6_Fork__8.binvox, Caster_6_Nut__8.binvox, Caster_6_TopPlate__8.binvox, Caster_6_Wheel__8.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_1,"Caster_7_Bolt__1.binvox, Caster_7_Fork__1.binvox, Caster_7_Nut__1.binvox, Caster_7_TopPlate__1.binvox, Caster_7_Wheel__1.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_10,"Caster_7_Bolt__10.binvox, Caster_7_Fork__10.binvox, Caster_7_Nut__10.binvox, Caster_7_TopPlate__10.binvox, Caster_7_Wheel__10.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_3,"Caster_7_Bolt__3.binvox, Caster_7_Fork__3.binvox, Caster_7_Nut__3.binvox, Caster_7_TopPlate__3.binvox, Caster_7_Wheel__3.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_4,"Caster_7_Bolt__4.binvox, Caster_7_Fork__4.binvox, Caster_7_Nut__4.binvox, Caster_7_TopPlate__4.binvox, Caster_7_Wheel__4.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_5,"Caster_7_Bolt__5.binvox, Caster_7_Fork__5.binvox, Caster_7_Nut__5.binvox, Caster_7_TopPlate__5.binvox, Caster_7_Wheel__5.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_7,"Caster_7_Bolt__7.binvox, Caster_7_Fork__7.binvox, Caster_7_Nut__7.binvox, Caster_7_TopPlate__7.binvox, Caster_7_Wheel__7.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_7_8,"Caster_7_Bolt__8.binvox, Caster_7_Fork__8.binvox, Caster_7_Nut__8.binvox, Caster_7_TopPlate__8.binvox, Caster_7_Wheel__8.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_1,"Caster_8_Bolt__1.binvox, Caster_8_Fork__1.binvox, Caster_8_Nut__1.binvox, Caster_8_TopPlate__1.binvox, Caster_8_Wheel__1.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_10,"Caster_8_Bolt__10.binvox, Caster_8_Fork__10.binvox, Caster_8_Nut__10.binvox, Caster_8_TopPlate__10.binvox, Caster_8_Wheel__10.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_3,"Caster_8_Bolt__3.binvox, Caster_8_Fork__3.binvox, Caster_8_Nut__3.binvox, Caster_8_TopPlate__3.binvox, Caster_8_Wheel__3.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_4,"Caster_8_Bolt__4.binvox, Caster_8_Fork__4.binvox, Caster_8_Nut__4.binvox, Caster_8_TopPlate__4.binvox, Caster_8_Wheel__4.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_5,"Caster_8_Bolt__5.binvox, Caster_8_Fork__5.binvox, Caster_8_Nut__5.binvox, Caster_8_TopPlate__5.binvox, Caster_8_Wheel__5.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_7,"Caster_8_Bolt__7.binvox, Caster_8_Fork__7.binvox, Caster_8_Nut__7.binvox, Caster_8_TopPlate__7.binvox, Caster_8_Wheel__7.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_8_8,"Caster_8_Bolt__8.binvox, Caster_8_Fork__8.binvox, Caster_8_Nut__8.binvox, Caster_8_TopPlate__8.binvox, Caster_8_Wheel__8.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_1,"Caster_9_Bolt__1.binvox, Caster_9_Fork__1.binvox, Caster_9_Nut__1.binvox, Caster_9_TopPlate__1.binvox, Caster_9_Wheel__1.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_10,"Caster_9_Bolt__10.binvox, Caster_9_Fork__10.binvox, Caster_9_Nut__10.binvox, Caster_9_TopPlate__10.binvox, Caster_9_Wheel__10.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_3,"Caster_9_Bolt__3.binvox, Caster_9_Fork__3.binvox, Caster_9_Nut__3.binvox, Caster_9_TopPlate__3.binvox, Caster_9_Wheel__3.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_4,"Caster_9_Bolt__4.binvox, Caster_9_Fork__4.binvox, Caster_9_Nut__4.binvox, Caster_9_TopPlate__4.binvox, Caster_9_Wheel__4.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_5,"Caster_9_Bolt__5.binvox, Caster_9_Fork__5.binvox, Caster_9_Nut__5.binvox, Caster_9_TopPlate__5.binvox, Caster_9_Wheel__5.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_7,"Caster_9_Bolt__7.binvox, Caster_9_Fork__7.binvox, Caster_9_Nut__7.binvox, Caster_9_TopPlate__7.binvox, Caster_9_Wheel__7.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Caster_9_8,"Caster_9_Bolt__8.binvox, Caster_9_Fork__8.binvox, Caster_9_Nut__8.binvox, Caster_9_TopPlate__8.binvox, Caster_9_Wheel__8.binvox","[(0, 1), (4, 0), (0, 4), (3, 1), (2, 0), (0, 2), (1, 0), (1, 3)]"
Clamp_10_1,"Clamp_10_Frame__1.binvox, Clamp_10_Pad__1.binvox, Clamp_10_PinScrew__1.binvox","[(0, 2), (1, 2), (2, 0), (2, 1)]"
Clamp_11_1,"Clamp_11_Frame__1.binvox, Clamp_11_Handle__1.binvox, Clamp_11_Pad__1.binvox, Clamp_11_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_12_1,"Clamp_12_Frame__1.binvox, Clamp_12_Handle__1.binvox, Clamp_12_Pad__1.binvox, Clamp_12_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_13_1,"Clamp_13_Frame__1.binvox, Clamp_13_Handle__1.binvox, Clamp_13_Pad__1.binvox, Clamp_13_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_15_1,"Clamp_15_Frame__1.binvox, Clamp_15_Handle__1.binvox, Clamp_15_Pad__1.binvox, Clamp_15_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_16_1,"Clamp_16_Frame__1.binvox, Clamp_16_Handle__1.binvox, Clamp_16_Pad__1.binvox, Clamp_16_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_17_1,"Clamp_17_Frame__1.binvox, Clamp_17_Handle__1.binvox, Clamp_17_Pad__1.binvox, Clamp_17_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_18_1,"Clamp_18_Frame__1.binvox, Clamp_18_Handle__1.binvox, Clamp_18_Pad__1.binvox, Clamp_18_PinScrew__1.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_1_2,"Clamp_1_Frame__2.binvox, Clamp_1_Handle__2.binvox, Clamp_1_Pad__2.binvox, Clamp_1_PinScrew__2.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
Clamp_1_3,"Clamp_1_Frame__3.binvox, Clamp_1_Handle__3.binvox, Clamp_1_Pad__3.binvox, Clamp_1_PinScrew__3.binvox","[(3, 1), (0, 3), (3, 0), (2, 3), (3, 2), (1, 3)]"
