Assembly_ID,Sub_parts,Assembly_Time,Assembly_Cost,Restrictive_Tolerance,Quantity,Supplier
Bearing_9_4,"Bearing_9_Ball__4.binvox, Bearing_9_InnerRing__4.binvox, Bearing_9_OuterRing__4.binvox, Bearing_9_Seal__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox, Bearing_9_Ball__4.binvox",50.27,56.3,24.3,123,1
Bearing_9_5,"Bearing_9_Ball__5.binvox, Bearing_9_InnerRing__5.binvox, Bearing_9_OuterRing__5.binvox, Bearing_9_Seal__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox, Bearing_9_Ball__5.binvox",60.38,67.63,24.71,62,1
Bearing_9_7,"Bearing_9_Ball__7.binvox, Bearing_9_InnerRing__7.binvox, Bearing_9_OuterRing__7.binvox, Bearing_9_Seal__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox, Bearing_9_Ball__7.binvox",54.79,61.36,24.68,85,1
Bearing_9_8,"Bearing_9_Ball__8.binvox, Bearing_9_InnerRing__8.binvox, Bearing_9_OuterRing__8.binvox, Bearing_9_Seal__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox, Bearing_9_Ball__8.binvox",56.82,63.64,24.68,87,1
Piston_11_1,"Piston_11_ConnectingRod__1.binvox, Piston_11_PistonHead__1.binvox, Piston_11_WristPin__1.binvox",16.74,18.75,25.34,142,1
Piston_16_1,"Piston_16_ConnectingRod__1.binvox, Piston_16_PistonHead__1.binvox, Piston_16_RodBolt__1.binvox, Piston_16_RodCap__1.binvox, Piston_16_RodNut__1.binvox, Piston_16_WristPin__1.binvox",38.91,43.58,25.26,92,1
Piston_17_1,"Piston_17_ConnectingRod__1.binvox, Piston_17_PistonHead__1.binvox, Piston_17_RodBolt__1.binvox, Piston_17_RodCap__1.binvox, Piston_17_RodNut__1.binvox, Piston_17_WristPin__1.binvox",38.2,42.78,31.96,92,1
Piston_18_1,"Piston_18_ConnectingRod__1.binvox, Piston_18_PistonHead__1.binvox, Piston_18_RodBolt__1.binvox, Piston_18_RodCap__1.binvox, Piston_18_RodNut__1.binvox, Piston_18_WristPin__1.binvox",37.53,42.03,30.08,90,1
Piston_1_2,"Piston_1_ConnectingRod__2.binvox, Piston_1_PistonHead__2.binvox, Piston_1_WristPin__2.binvox",15.58,17.45,31.49,77,1
Piston_1_3,"Piston_1_ConnectingRod__3.binvox, Piston_1_PistonHead__3.binvox, Piston_1_WristPin__3.binvox",16.35,18.31,31.22,94,1
Piston_1_4,"Piston_1_ConnectingRod__4.binvox, Piston_1_PistonHead__4.binvox, Piston_1_WristPin__4.binvox",15.1,16.91,24.08,99,1
Piston_1_5,"Piston_1_ConnectingRod__5.binvox, Piston_1_PistonHead__5.binvox, Piston_1_WristPin__5.binvox",15.51,17.37,30.88,90,1
Piston_1_7,"Piston_1_ConnectingRod__7.binvox, Piston_1_PistonHead__7.binvox, Piston_1_WristPin__7.binvox",14.76,16.53,30.6,80,1
Piston_1_9,"Piston_1_ConnectingRod__9.binvox, Piston_1_PistonHead__9.binvox, Piston_1_WristPin__9.binvox",14.4,16.13,30.98,110,1
Piston_21_1,"Piston_21_ConnectingRod__1.binvox, Piston_21_PistonHead__1.binvox, Piston_21_WristPin__1.binvox",16.67,18.67,31.17,115,1
Piston_22_1,"Piston_22_ConnectingRod__1.binvox, Piston_22_PistonHead__1.binvox, Piston_22_WristPin__1.binvox",14.36,16.08,20.95,106,1
Piston_23_1,"Piston_23_ConnectingRod__1.binvox, Piston_23_PistonHead__1.binvox, Piston_23_WristPin__1.binvox",14.44,16.17,39.02,109,1
Piston_24_1,"Piston_24_ConnectingRod__1.binvox, Piston_24_PistonHead__1.binvox, Piston_24_WristPin__1.binvox",16.31,18.27,37.8,106,1
Piston_25_2,"Piston_25_ConnectingRod__2.binvox, Piston_25_PistonHead__2.binvox, Piston_25_RodBolt__2.binvox, Piston_25_RodCap__2.binvox, Piston_25_WristPin__2.binvox",30.45,34.1,38.25,68,1
Piston_25_3,"Piston_25_ConnectingRod__3.binvox, Piston_25_PistonHead__3.binvox, Piston_25_RodBolt__3.binvox, Piston_25_RodCap__3.binvox, Piston_25_WristPin__3.binvox",28.86,32.32,39.12,116,1
Piston_25_4,"Piston_25_ConnectingRod__4.binvox, Piston_25_PistonHead__4.binvox, Piston_25_RodBolt__4.binvox, Piston_25_RodCap__4.binvox, Piston_25_WristPin__4.binvox",28.13,31.51,31.77,71,1
Piston_25_5,"Piston_25_ConnectingRod__5.binvox, Piston_25_PistonHead__5.binvox, Piston_25_RodBolt__5.binvox, Piston_25_RodCap__5.binvox, Piston_25_WristPin__5.binvox",27.79,31.12,38.29,65,1
Piston_25_7,"Piston_25_ConnectingRod__7.binvox, Piston_25_PistonHead__7.binvox, Piston_25_RodBolt__7.binvox, Piston_25_RodCap__7.binvox, Piston_25_WristPin__7.binvox",31.34,35.1,37.96,131,1
Piston_25_9,"Piston_25_ConnectingRod__9.binvox, Piston_25_PistonHead__9.binvox, Piston_25_RodBolt__9.binvox, Piston_25_RodCap__9.binvox, Piston_25_WristPin__9.binvox",31.51,35.29,38.8,135,1
Piston_27_1,"Piston_27_ConnectingRod__1.binvox, Piston_27_PistonHead__1.binvox, Piston_27_WristPin__1.binvox",16.73,18.74,38.07,103,1
Piston_28_1,"Piston_28_ConnectingRod__1.binvox, Piston_28_PistonHead__1.binvox, Piston_28_WristPin__1.binvox",15.57,17.44,37.95,85,1
Piston_29_1,"Piston_29_ConnectingRod__1.binvox, Piston_29_PistonHead__1.binvox, Piston_29_WristPin__1.binvox",15.83,17.73,19.81,115,1
Piston_2_2,"Piston_2_ConnectingRod__2.binvox, Piston_2_PistonHead__2.binvox, Piston_2_WristPin__2.binvox",15.33,17.17,25.21,125,1
Piston_2_3,"Piston_2_ConnectingRod__3.binvox, Piston_2_PistonHead__3.binvox, Piston_2_WristPin__3.binvox",16.24,18.19,25.41,88,1
Piston_2_4,"Piston_2_ConnectingRod__4.binvox, Piston_2_PistonHead__4.binvox, Piston_2_WristPin__4.binvox",16.52,18.5,19.72,76,1
Piston_2_5,"Piston_2_ConnectingRod__5.binvox, Piston_2_PistonHead__5.binvox, Piston_2_WristPin__5.binvox",16.4,18.37,24.5,144,1
Piston_2_7,"Piston_2_ConnectingRod__7.binvox, Piston_2_PistonHead__7.binvox, Piston_2_WristPin__7.binvox",15.67,17.55,25.28,124,1
Piston_2_9,"Piston_2_ConnectingRod__9.binvox, Piston_2_PistonHead__9.binvox, Piston_2_WristPin__9.binvox",14.71,16.48,24.25,127,1
Piston_30_1,"Piston_30_ConnectingRod__1.binvox, Piston_30_PistonHead__1.binvox, Piston_30_WristPin__1.binvox",14.55,16.3,24.33,124,1
Piston_32_2,"Piston_32_ConnectingRod__2.binvox, Piston_32_PistonHead__2.binvox, Piston_32_RodBolt__2.binvox, Piston_32_RodCap__2.binvox, Piston_32_RodNut__2.binvox, Piston_32_WristPin__2.binvox",40.63,45.51,38.88,106,1
Piston_32_3,"Piston_32_ConnectingRod__3.binvox, Piston_32_PistonHead__3.binvox, Piston_32_RodBolt__3.binvox, Piston_32_RodCap__3.binvox, Piston_32_RodNut__3.binvox, Piston_32_WristPin__3.binvox",41.25,46.2,39.19,112,1
Piston_32_4,"Piston_32_ConnectingRod__4.binvox, Piston_32_PistonHead__4.binvox, Piston_32_RodBolt__4.binvox, Piston_32_RodCap__4.binvox, Piston_32_RodNut__4.binvox, Piston_32_WristPin__4.binvox",39.12,43.81,31.67,86,1
Piston_32_5,"Piston_32_ConnectingRod__5.binvox, Piston_32_PistonHead__5.binvox, Piston_32_RodBolt__5.binvox, Piston_32_RodCap__5.binvox, Piston_32_RodNut__5.binvox, Piston_32_WristPin__5.binvox",41.72,46.73,37.73,60,1
Piston_3_2,"Piston_3_ConnectingRod__2.binvox, Piston_3_PistonHead__2.binvox, Piston_3_WristPin__2.binvox",15.67,17.55,24.54,87,1
Piston_3_3,"Piston_3_ConnectingRod__3.binvox, Piston_3_PistonHead__3.binvox, Piston_3_WristPin__3.binvox",16.94,18.97,30.58,116,1
Piston_3_4,"Piston_3_ConnectingRod__4.binvox, Piston_3_PistonHead__4.binvox, Piston_3_WristPin__4.binvox",16.73,18.74,25.21,117,1
Piston_3_5,"Piston_3_ConnectingRod__5.binvox, Piston_3_PistonHead__5.binvox, Piston_3_WristPin__5.binvox",15.1,16.91,25.07,70,1
Piston_3_7,"Piston_3_ConnectingRod__7.binvox, Piston_3_PistonHead__7.binvox, Piston_3_WristPin__7.binvox",14.14,15.84,23.57,77,1
Piston_3_9,"Piston_3_ConnectingRod__9.binvox, Piston_3_PistonHead__9.binvox, Piston_3_WristPin__9.binvox",15.81,17.71,23.92,87,1
Piston_5_2,"Piston_5_ConnectingRod__2.binvox, Piston_5_PistonHead__2.binvox, Piston_5_WristPin__2.binvox",16.98,19.02,47.35,107,1
Piston_5_3,"Piston_5_ConnectingRod__3.binvox, Piston_5_PistonHead__3.binvox, Piston_5_WristPin__3.binvox",15.25,17.08,46.96,110,1
Piston_5_4,"Piston_5_ConnectingRod__4.binvox, Piston_5_PistonHead__4.binvox, Piston_5_WristPin__4.binvox",16.73,18.74,38.43,93,1
Piston_5_5,"Piston_5_ConnectingRod__5.binvox, Piston_5_PistonHead__5.binvox, Piston_5_WristPin__5.binvox",16.64,18.64,47.59,92,1
Piston_5_7,"Piston_5_ConnectingRod__7.binvox, Piston_5_PistonHead__7.binvox, Piston_5_WristPin__7.binvox",14.65,16.41,46.92,139,1
Piston_5_9,"Piston_5_ConnectingRod__9.binvox, Piston_5_PistonHead__9.binvox, Piston_5_WristPin__9.binvox",16.63,18.63,47.05,116,1
Piston_6_1,"Piston_6_ConnectingRod__1.binvox, Piston_6_PistonHead__1.binvox, Piston_6_WristPin__1.binvox",15.65,17.53,24.89,103,1
Piston_7_2,"Piston_7_ConnectingRod__2.binvox, Piston_7_PistonHead__2.binvox, Piston_7_RodBolt__2.binvox, Piston_7_RodCap__2.binvox, Piston_7_RodNut__2.binvox, Piston_7_WristPin__2.binvox",37.87,42.41,31.05,95,1
Piston_7_3,"Piston_7_ConnectingRod__3.binvox, Piston_7_PistonHead__3.binvox, Piston_7_RodBolt__3.binvox, Piston_7_RodCap__3.binvox, Piston_7_RodNut__3.binvox, Piston_7_WristPin__3.binvox",36.94,41.37,30.41,92,1
Piston_7_4,"Piston_7_ConnectingRod__4.binvox, Piston_7_PistonHead__4.binvox, Piston_7_RodBolt__4.binvox, Piston_7_RodCap__4.binvox, Piston_7_RodNut__4.binvox, Piston_7_WristPin__4.binvox",40.0,44.8,25.13,80,1
Piston_7_5,"Piston_7_ConnectingRod__5.binvox, Piston_7_PistonHead__5.binvox, Piston_7_RodBolt__5.binvox, Piston_7_RodCap__5.binvox, Piston_7_RodNut__5.binvox, Piston_7_WristPin__5.binvox",40.5,45.36,31.86,68,1
Piston_7_7,"Piston_7_ConnectingRod__7.binvox, Piston_7_PistonHead__7.binvox, Piston_7_RodBolt__7.binvox, Piston_7_RodCap__7.binvox, Piston_7_RodNut__7.binvox, Piston_7_WristPin__7.binvox",39.97,44.77,31.02,137,1
Piston_8_1,"Piston_8_ConnectingRod__1.binvox, Piston_8_PistonHead__1.binvox, Piston_8_WristPin__1.binvox",16.16,18.1,24.13,80,1
Piston_9_1,"Piston_9_ConnectingRod__1.binvox, Piston_9_PistonHead__1.binvox, Piston_9_WristPin__1.binvox",15.45,17.3,24.15,122,1
Caster_10_1,"Caster_10_Bolt__1.binvox, Caster_10_Fork__1.binvox, Caster_10_Nut__1.binvox, Caster_10_TopPlate__1.binvox, Caster_10_WheelRubber__1.binvox, Caster_10_Wheel__1.binvox",24.69,27.65,-1.99,466,2
Caster_10_10,"Caster_10_Bolt__10.binvox, Caster_10_Fork__10.binvox, Caster_10_Nut__10.binvox, Caster_10_TopPlate__10.binvox, Caster_10_WheelRubber__10.binvox, Caster_10_Wheel__10.binvox",25.41,28.46,-1.12,456,2
Caster_10_3,"Caster_10_Bolt__3.binvox, Caster_10_Fork__3.binvox, Caster_10_Nut__3.binvox, Caster_10_TopPlate__3.binvox, Caster_10_WheelRubber__3.binvox, Caster_10_Wheel__3.binvox",26.28,29.43,-3.05,518,2
Caster_10_4,"Caster_10_Bolt__4.binvox, Caster_10_Fork__4.binvox, Caster_10_Nut__4.binvox, Caster_10_TopPlate__4.binvox, Caster_10_WheelRubber__4.binvox, Caster_10_Wheel__4.binvox",26.97,30.21,-3.17,567,2
Caster_10_5,"Caster_10_Bolt__5.binvox, Caster_10_Fork__5.binvox, Caster_10_Nut__5.binvox, Caster_10_TopPlate__5.binvox, Caster_10_WheelRubber__5.binvox, Caster_10_Wheel__5.binvox",26.91,30.14,-2.97,501,2
Caster_10_7,"Caster_10_Bolt__7.binvox, Caster_10_Fork__7.binvox, Caster_10_Nut__7.binvox, Caster_10_TopPlate__7.binvox, Caster_10_WheelRubber__7.binvox, Caster_10_Wheel__7.binvox",25.83,28.93,-2.94,517,2
Caster_10_8,"Caster_10_Bolt__8.binvox, Caster_10_Fork__8.binvox, Caster_10_Nut__8.binvox, Caster_10_TopPlate__8.binvox, Caster_10_WheelRubber__8.binvox, Caster_10_Wheel__8.binvox",25.07,28.08,-2.68,495,2
Caster_1_1,"Caster_1_Bolt__1.binvox, Caster_1_Fork__1.binvox, Caster_1_Nut__1.binvox, Caster_1_Wheel__1.binvox",16.29,18.24,-3.33,549,2
Caster_1_10,"Caster_1_Bolt__10.binvox, Caster_1_Fork__10.binvox, Caster_1_Nut__10.binvox, Caster_1_Wheel__10.binvox",15.49,17.35,-1.89,463,2
Caster_1_3,"Caster_1_Bolt__3.binvox, Caster_1_Fork__3.binvox, Caster_1_Nut__3.binvox, Caster_1_Wheel__3.binvox",17.56,19.67,-2.88,493,2
Caster_1_4,"Caster_1_Bolt__4.binvox, Caster_1_Fork__4.binvox, Caster_1_Nut__4.binvox, Caster_1_Wheel__4.binvox",18.21,20.4,-2.0,485,2
Caster_1_5,"Caster_1_Bolt__5.binvox, Caster_1_Fork__5.binvox, Caster_1_Nut__5.binvox, Caster_1_Wheel__5.binvox",17.65,19.77,-2.2,537,2
Caster_1_7,"Caster_1_Bolt__7.binvox, Caster_1_Fork__7.binvox, Caster_1_Nut__7.binvox, Caster_1_Wheel__7.binvox",15.86,17.76,-2.79,551,2
Caster_1_8,"Caster_1_Bolt__8.binvox, Caster_1_Fork__8.binvox, Caster_1_Nut__8.binvox, Caster_1_Wheel__8.binvox",17.81,19.95,-3.37,482,2
Caster_2_1,"Caster_2_Bolt__1.binvox, Caster_2_Fork__1.binvox, Caster_2_Nut__1.binvox, Caster_2_Wheel__1.binvox",16.27,18.22,-2.95,552,2
Caster_2_10,"Caster_2_Bolt__10.binvox, Caster_2_Fork__10.binvox, Caster_2_Nut__10.binvox, Caster_2_Wheel__10.binvox",16.41,18.38,-3.07,537,2
Caster_2_3,"Caster_2_Bolt__3.binvox, Caster_2_Fork__3.binvox, Caster_2_Nut__3.binvox, Caster_2_Wheel__3.binvox",17.39,19.48,-3.3,471,2
Caster_2_4,"Caster_2_Bolt__4.binvox, Caster_2_Fork__4.binvox, Caster_2_Nut__4.binvox, Caster_2_Wheel__4.binvox",15.31,17.15,-3.2,519,2
Caster_2_5,"Caster_2_Bolt__5.binvox, Caster_2_Fork__5.binvox, Caster_2_Nut__5.binvox, Caster_2_Wheel__5.binvox",18.56,20.79,-1.55,461,2
Caster_2_7,"Caster_2_Bolt__7.binvox, Caster_2_Fork__7.binvox, Caster_2_Nut__7.binvox, Caster_2_Wheel__7.binvox",16.47,18.45,-1.95,489,2
Caster_2_8,"Caster_2_Bolt__8.binvox, Caster_2_Fork__8.binvox, Caster_2_Nut__8.binvox, Caster_2_Wheel__8.binvox",17.99,20.15,-2.99,450,2
Caster_3_1,"Caster_3_Bolt__1.binvox, Caster_3_Fork__1.binvox, Caster_3_Nut__1.binvox, Caster_3_Wheel__1.binvox",18.15,20.33,-2.58,486,2
Caster_3_10,"Caster_3_Bolt__10.binvox, Caster_3_Fork__10.binvox, Caster_3_Nut__10.binvox, Caster_3_Wheel__10.binvox",16.52,18.5,-1.71,501,2
Caster_3_3,"Caster_3_Bolt__3.binvox, Caster_3_Fork__3.binvox, Caster_3_Nut__3.binvox, Caster_3_Wheel__3.binvox",16.74,18.75,-2.01,460,2
Caster_3_4,"Caster_3_Bolt__4.binvox, Caster_3_Fork__4.binvox, Caster_3_Nut__4.binvox, Caster_3_Wheel__4.binvox",17.51,19.61,-2.77,482,2
Caster_3_5,"Caster_3_Bolt__5.binvox, Caster_3_Fork__5.binvox, Caster_3_Nut__5.binvox, Caster_3_Wheel__5.binvox",15.71,17.6,-1.81,498,2
Caster_3_7,"Caster_3_Bolt__7.binvox, Caster_3_Fork__7.binvox, Caster_3_Nut__7.binvox, Caster_3_Wheel__7.binvox",15.98,17.9,-2.64,562,2
Caster_3_8,"Caster_3_Bolt__8.binvox, Caster_3_Fork__8.binvox, Caster_3_Nut__8.binvox, Caster_3_Wheel__8.binvox",17.11,19.16,-3.25,502,2
Caster_4_1,"Caster_4_Bolt__1.binvox, Caster_4_Fork__1.binvox, Caster_4_Nut__1.binvox, Caster_4_WheelRubber__1.binvox, Caster_4_Wheel__1.binvox",19.25,21.56,-1.97,486,2
Caster_4_10,"Caster_4_Bolt__10.binvox, Caster_4_Fork__10.binvox, Caster_4_Nut__10.binvox, Caster_4_WheelRubber__10.binvox, Caster_4_Wheel__10.binvox",21.29,23.84,-1.91,529,2
Caster_4_3,"Caster_4_Bolt__3.binvox, Caster_4_Fork__3.binvox, Caster_4_Nut__3.binvox, Caster_4_WheelRubber__3.binvox, Caster_4_Wheel__3.binvox",20.04,22.44,-2.51,538,2
Caster_4_4,"Caster_4_Bolt__4.binvox, Caster_4_Fork__4.binvox, Caster_4_Nut__4.binvox, Caster_4_WheelRubber__4.binvox, Caster_4_Wheel__4.binvox",20.58,23.05,-2.21,471,2
Caster_4_5,"Caster_4_Bolt__5.binvox, Caster_4_Fork__5.binvox, Caster_4_Nut__5.binvox, Caster_4_WheelRubber__5.binvox, Caster_4_Wheel__5.binvox",20.13,22.55,-2.41,525,2
Caster_4_7,"Caster_4_Bolt__7.binvox, Caster_4_Fork__7.binvox, Caster_4_Nut__7.binvox, Caster_4_WheelRubber__7.binvox, Caster_4_Wheel__7.binvox",19.87,22.25,-1.23,472,2
Caster_4_8,"Caster_4_Bolt__8.binvox, Caster_4_Fork__8.binvox, Caster_4_Nut__8.binvox, Caster_4_WheelRubber__8.binvox, Caster_4_Wheel__8.binvox",20.86,23.36,-1.28,447,2
Caster_5_1,"Caster_5_Bolt__1.binvox, Caster_5_Fork__1.binvox, Caster_5_Nut__1.binvox, Caster_5_Wheel__1.binvox",17.71,19.84,-3.07,494,2
Caster_5_10,"Caster_5_Bolt__10.binvox, Caster_5_Fork__10.binvox, Caster_5_Nut__10.binvox, Caster_5_Wheel__10.binvox",17.22,19.29,-1.71,497,2
Caster_5_3,"Caster_5_Bolt__3.binvox, Caster_5_Fork__3.binvox, Caster_5_Nut__3.binvox, Caster_5_Wheel__3.binvox",17.33,19.41,-2.5,491,2
Caster_5_4,"Caster_5_Bolt__4.binvox, Caster_5_Fork__4.binvox, Caster_5_Nut__4.binvox, Caster_5_Wheel__4.binvox",15.27,17.1,-1.86,474,2
Caster_5_5,"Caster_5_Bolt__5.binvox, Caster_5_Fork__5.binvox, Caster_5_Nut__5.binvox, Caster_5_Wheel__5.binvox",15.52,17.38,-3.2,491,2
Caster_5_7,"Caster_5_Bolt__7.binvox, Caster_5_Fork__7.binvox, Caster_5_Nut__7.binvox, Caster_5_Wheel__7.binvox",15.55,17.42,-3.04,481,2
Caster_5_8,"Caster_5_Bolt__8.binvox, Caster_5_Fork__8.binvox, Caster_5_Nut__8.binvox, Caster_5_Wheel__8.binvox",15.84,17.74,-2.11,483,2
Caster_6_1,"Caster_6_Bolt__1.binvox, Caster_6_Fork__1.binvox, Caster_6_Nut__1.binvox, Caster_6_TopPlate__1.binvox, Caster_6_Wheel__1.binvox",23.09,25.86,-2.88,515,2
Caster_6_10,"Caster_6_Bolt__10.binvox, Caster_6_Fork__10.binvox, Caster_6_Nut__10.binvox, Caster_6_TopPlate__10.binvox, Caster_6_Wheel__10.binvox",24.21,27.12,-1.8,472,2
Caster_6_3,"Caster_6_Bolt__3.binvox, Caster_6_Fork__3.binvox, Caster_6_Nut__3.binvox, Caster_6_TopPlate__3.binvox, Caster_6_Wheel__3.binvox",21.63,24.23,-1.82,506,2
Caster_6_4,"Caster_6_Bolt__4.binvox, Caster_6_Fork__4.binvox, Caster_6_Nut__4.binvox, Caster_6_TopPlate__4.binvox, Caster_6_Wheel__4.binvox",24.16,27.06,-2.1,463,2
Caster_6_5,"Caster_6_Bolt__5.binvox, Caster_6_Fork__5.binvox, Caster_6_Nut__5.binvox, Caster_6_TopPlate__5.binvox, Caster_6_Wheel__5.binvox",23.02,25.78,-2.18,497,2
Caster_6_7,"Caster_6_Bolt__7.binvox, Caster_6_Fork__7.binvox, Caster_6_Nut__7.binvox, Caster_6_TopPlate__7.binvox, Caster_6_Wheel__7.binvox",21.25,23.8,-2.38,534,2
Caster_6_8,"Caster_6_Bolt__8.binvox, Caster_6_Fork__8.binvox, Caster_6_Nut__8.binvox, Caster_6_TopPlate__8.binvox, Caster_6_Wheel__8.binvox",24.66,27.62,-2.13,482,2
Caster_7_1,"Caster_7_Bolt__1.binvox, Caster_7_Fork__1.binvox, Caster_7_Nut__1.binvox, Caster_7_TopPlate__1.binvox, Caster_7_Wheel__1.binvox",24.28,27.19,-3.23,519,2
Caster_7_10,"Caster_7_Bolt__10.binvox, Caster_7_Fork__10.binvox, Caster_7_Nut__10.binvox, Caster_7_TopPlate__10.binvox, Caster_7_Wheel__10.binvox",21.08,23.61,-2.8,487,2
Caster_7_3,"Caster_7_Bolt__3.binvox, Caster_7_Fork__3.binvox, Caster_7_Nut__3.binvox, Caster_7_TopPlate__3.binvox, Caster_7_Wheel__3.binvox",20.67,23.15,-3.43,548,2
Caster_7_4,"Caster_7_Bolt__4.binvox, Caster_7_Fork__4.binvox, Caster_7_Nut__4.binvox, Caster_7_TopPlate__4.binvox, Caster_7_Wheel__4.binvox",24.64,27.6,-2.35,484,2
Caster_7_5,"Caster_7_Bolt__5.binvox, Caster_7_Fork__5.binvox, Caster_7_Nut__5.binvox, Caster_7_TopPlate__5.binvox, Caster_7_Wheel__5.binvox",21.53,24.11,-3.31,525,2
Caster_7_7,"Caster_7_Bolt__7.binvox, Caster_7_Fork__7.binvox, Caster_7_Nut__7.binvox, Caster_7_TopPlate__7.binvox, Caster_7_Wheel__7.binvox",21.95,24.58,-1.97,532,2
Caster_7_8,"Caster_7_Bolt__8.binvox, Caster_7_Fork__8.binvox, Caster_7_Nut__8.binvox, Caster_7_TopPlate__8.binvox, Caster_7_Wheel__8.binvox",20.53,22.99,-2.45,475,2
Caster_8_1,"Caster_8_Bolt__1.binvox, Caster_8_Fork__1.binvox, Caster_8_Nut__1.binvox, Caster_8_TopPlate__1.binvox, Caster_8_Wheel__1.binvox",21.83,24.45,-2.2,476,2
Caster_8_10,"Caster_8_Bolt__10.binvox, Caster_8_Fork__10.binvox, Caster_8_Nut__10.binvox, Caster_8_TopPlate__10.binvox, Caster_8_Wheel__10.binvox",20.53,22.99,-2.52,539,2
Caster_8_3,"Caster_8_Bolt__3.binvox, Caster_8_Fork__3.binvox, Caster_8_Nut__3.binvox, Caster_8_TopPlate__3.binvox, Caster_8_Wheel__3.binvox",22.35,25.03,-2.77,514,2
Caster_8_4,"Caster_8_Bolt__4.binvox, Caster_8_Fork__4.binvox, Caster_8_Nut__4.binvox, Caster_8_TopPlate__4.binvox, Caster_8_Wheel__4.binvox",23.58,26.41,-1.92,463,2
Caster_8_5,"Caster_8_Bolt__5.binvox, Caster_8_Fork__5.binvox, Caster_8_Nut__5.binvox, Caster_8_TopPlate__5.binvox, Caster_8_Wheel__5.binvox",20.88,23.39,-3.34,526,2
Caster_8_7,"Caster_8_Bolt__7.binvox, Caster_8_Fork__7.binvox, Caster_8_Nut__7.binvox, Caster_8_TopPlate__7.binvox, Caster_8_Wheel__7.binvox",23.15,25.93,-2.87,507,2
Caster_8_8,"Caster_8_Bolt__8.binvox, Caster_8_Fork__8.binvox, Caster_8_Nut__8.binvox, Caster_8_TopPlate__8.binvox, Caster_8_Wheel__8.binvox",20.59,23.06,-2.41,469,2
Caster_9_1,"Caster_9_Bolt__1.binvox, Caster_9_Fork__1.binvox, Caster_9_Nut__1.binvox, Caster_9_TopPlate__1.binvox, Caster_9_Wheel__1.binvox",24.8,27.78,-2.53,481,2
Caster_9_10,"Caster_9_Bolt__10.binvox, Caster_9_Fork__10.binvox, Caster_9_Nut__10.binvox, Caster_9_TopPlate__10.binvox, Caster_9_Wheel__10.binvox",23.33,26.13,-3.48,517,2
Caster_9_3,"Caster_9_Bolt__3.binvox, Caster_9_Fork__3.binvox, Caster_9_Nut__3.binvox, Caster_9_TopPlate__3.binvox, Caster_9_Wheel__3.binvox",21.86,24.48,-2.58,488,2
Caster_9_4,"Caster_9_Bolt__4.binvox, Caster_9_Fork__4.binvox, Caster_9_Nut__4.binvox, Caster_9_TopPlate__4.binvox, Caster_9_Wheel__4.binvox",21.62,24.21,-3.23,527,2
Caster_9_5,"Caster_9_Bolt__5.binvox, Caster_9_Fork__5.binvox, Caster_9_Nut__5.binvox, Caster_9_TopPlate__5.binvox, Caster_9_Wheel__5.binvox",21.61,24.2,-2.55,540,2
Caster_9_7,"Caster_9_Bolt__7.binvox, Caster_9_Fork__7.binvox, Caster_9_Nut__7.binvox, Caster_9_TopPlate__7.binvox, Caster_9_Wheel__7.binvox",22.44,25.13,-2.01,448,2
Caster_9_8,"Caster_9_Bolt__8.binvox, Caster_9_Fork__8.binvox, Caster_9_Nut__8.binvox, Caster_9_TopPlate__8.binvox, Caster_9_Wheel__8.binvox",22.3,24.98,-2.41,475,2
Clamp_10_1,"Clamp_10_Frame__1.binvox, Clamp_10_Pad__1.binvox, Clamp_10_PinScrew__1.binvox",13.86,15.52,-3.13,473,2
Clamp_11_1,"Clamp_11_Frame__1.binvox, Clamp_11_Handle__1.binvox, Clamp_11_Pad__1.binvox, Clamp_11_PinScrew__1.binvox",17.02,19.06,-1.77,482,2
Clamp_12_1,"Clamp_12_Frame__1.binvox, Clamp_12_Handle__1.binvox, Clamp_12_Pad__1.binvox, Clamp_12_PinScrew__1.binvox",16.36,18.32,-2.57,493,2
Clamp_13_1,"Clamp_13_Frame__1.binvox, Clamp_13_Handle__1.binvox, Clamp_13_Pad__1.binvox, Clamp_13_PinScrew__1.binvox",17.19,19.25,-2.52,444,2
Clamp_15_1,"Clamp_15_Frame__1.binvox, Clamp_15_Handle__1.binvox, Clamp_15_Pad__1.binvox, Clamp_15_PinScrew__1.binvox",17.73,19.86,-2.81,550,2
Clamp_16_1,"Clamp_16_Frame__1.binvox, Clamp_16_Handle__1.binvox, Clamp_16_Pad__1.binvox, Clamp_16_PinScrew__1.binvox",16.57,18.56,-1.49,524,2
